Section,Section Name,Division Code,Division Name,Group Code,Group Name,Class Code,Class Name,Sub-class Code,Sub-class Name,Description
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'475',Retail sale of other household equipment in specialized stores,'4752',"Retail sale of hardware, paints and glass in specialized stores",'47521',"Retail sale of building material such as bricks, wood, sanitary equipment","Selling hardware, paints, and glass in specialized retail stores, with a particular focus on building materials such as bricks, wood, and sanitary equipment. This involves sourcing and stocking these items, providing customer service and advice on product selection, and handling transactions. It may also include delivery services for larger orders or heavy items like bricks and wood."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'475',Retail sale of other household equipment in specialized stores,'4752',"Retail sale of hardware, paints and glass in specialized stores",'47522',"Retail sale of hardware including paints, varnishes and lacquers and do-it-yourself materials and equipments","Selling hardware items, paints, varnishes, and lacquers in specialized retail stores, this business activity also includes the retail sale of do-it-yourself materials and equipment. Core operations involve sourcing and stocking a broad range of hardware products, paints, and DIY tools, assisting customers in product selection, and managing transactions. Services may also include advice on product usage and DIY projects."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'475',Retail sale of other household equipment in specialized stores,'4752',"Retail sale of hardware, paints and glass in specialized stores",'47523',Retail sale of glass,"Businesses in this category focus on the retail sale of various types of glass in specialized stores. This includes the selling of items such as window glass, glass doors, mirrors, glass table tops, and other similar products. They may also provide services such as custom cutting and shaping of glass to meet specific customer requirements."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'475',Retail sale of other household equipment in specialized stores,'4753',"Retail sale of carpets, rugs, wall and floor coverings in specialized stores",'47531',"Retail sale of carpets, rugs, curtains and net curtains","Selling carpets, rugs, curtains, and net curtains in specialized retail stores. This business activity involves the procurement, display, and sale of a variety of floor coverings and window treatments. Typical operations may include customer consultation on product selection, providing installation advice or services, and handling sales transactions."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'475',Retail sale of other household equipment in specialized stores,'4753',"Retail sale of carpets, rugs, wall and floor coverings in specialized stores",'47532',Retail sale of wallpaper and floor coverings,"Selling a variety of carpets, rugs, wallpapers, and other floor coverings directly to consumers through specialized stores. This retail activity often includes providing advice on suitable products according to customer needs, installation services, and after-sales support. It may also involve maintaining an inventory of diverse styles, materials, and sizes of floor and wall coverings."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'475',Retail sale of other household equipment in specialized stores,'4759',"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",'47591',Retail sale of household furniture,"Selling household furniture through specialized retail stores, which may involve sourcing a variety of furniture items such as sofas, beds, dining sets, and other home furnishings from manufacturers or wholesalers. The business operations typically include displaying the furniture in a showroom, providing customer assistance in furniture selection, arranging delivery and installation services, and handling after-sales services or any necessary repairs."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'475',Retail sale of other household equipment in specialized stores,'4759',"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",'47592',"Retail sale of household utensils and cutlery, crockery, glassware, china and pottery","Selling household utensils and cutlery, crockery, glassware, china, and pottery in specialized retail stores. The core business operations involve sourcing these items from manufacturers or wholesalers, managing inventory, and selling to customers. Services may also include providing product information, assisting customers in making purchase decisions, and arranging home delivery if required."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'475',Retail sale of other household equipment in specialized stores,'4759',"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",'47593',"Retail sale of gas stoves, cooking/kitchen appliances","Specialized retail sale of gas stoves and other cooking or kitchen appliances. This involves sourcing a variety of electrical household appliances, furniture, and lighting equipment, displaying them in a retail setting, and selling them to consumers. Services may also include advising customers on product selection, providing product demonstrations, and arranging for delivery and installation of purchased items."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'475',Retail sale of other household equipment in specialized stores,'4759',"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",'47594',"Retail sale of refrigerators, washing machines and other electrical/electronic household goods","Selling a variety of electrical household appliances such as refrigerators and washing machines in specialized retail stores. This business activity involves the procurement, display, and sale of various electrical and electronic household goods. It may also include providing advice to customers about the features and usage of these products, handling warranties, and possibly offering delivery and installation services."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'475',Retail sale of other household equipment in specialized stores,'4759',"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",'47595',Retail sale of musical instruments,"Selling musical instruments in specialized retail stores, which primarily involves the display, promotion, and sale of various types of musical instruments. This may include a range of instruments such as guitars, pianos, drums, wind instruments, and more. Additional services could include providing expert advice to customers, arranging delivery for larger items, and potentially offering music lessons or repair services."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'475',Retail sale of other household equipment in specialized stores,'4759',"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",'47599',"Retail sale of other household appliances n.e.c. ( security systems, such as locking devices, safes, and vaults, without installation or maintenance services etc. , wooden, cork and wickerwork goods,","The business activity involves the retail sale of various household appliances not classified elsewhere. This includes selling security systems such as locking devices, safes, and vaults, without offering installation or maintenance services. It also involves the sale of items made from wood, cork, and wickerwork. The primary operations include sourcing these products, managing inventory, and handling customer transactions in specialized stores."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'476',Retail sale of cultural and recreation goods in specialized stores,'4761',"Retail sale of books, newspapers and stationary in specialized stores",'47611',Retail sale of books of all kinds,"Selling a wide range of books in specialized stores. This business activity involves the retail sale of various genres and types of books, such as fiction, non-fiction, educational, children's books, and more. It includes the sourcing of books from publishers, managing inventory, and providing customer service to guide buyers in their selections. The operations may also involve organizing book-related events, such as author signings or book clubs, to engage customers and promote sales."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'476',Retail sale of cultural and recreation goods in specialized stores,'4761',"Retail sale of books, newspapers and stationary in specialized stores",'47612',Retail sale of newspapers and magazines,"Selling newspapers and magazines through specialized retail outlets. This business activity involves the acquisition, display, and sale of a variety of newspapers and magazines. It may also include providing recommendations to customers, handling subscriptions, and managing inventory to ensure a steady supply of current issues."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'476',Retail sale of cultural and recreation goods in specialized stores,'4761',"Retail sale of books, newspapers and stationary in specialized stores",'47613',"Retail sale of stationery office supplies such as pens, pencils, paper etc.","Selling a variety of stationery office supplies such as pens, pencils, paper, and other related items in specialized retail stores. This business operation involves sourcing and stocking a wide range of office supplies, managing inventory, and ensuring customer satisfaction through high-quality products and services. It may also include offering product recommendations and advice to customers, handling transactions, and providing after-sales services."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'476',Retail sale of cultural and recreation goods in specialized stores,'4762',Retail sale of music and video recordings in specialized stores,'47620',Retail sale of music and video recordings in specialized stores,"Specialized stores engaged in the retail sale of music and video recordings. These stores typically stock a wide range of music and video products, including CDs, DVDs, vinyl records, and Blu-ray discs. The business operations involve sourcing these products from suppliers, managing inventory, and selling them to customers. Additional services may include providing recommendations, special orders for hard-to-find items, and hosting in-store events like album launches or artist signings."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'476',Retail sale of cultural and recreation goods in specialized stores,'4763',Retail sale of sporting equipment in specialized stores,'47630',Retail sale of sporting equipment in specialized stores,"Businesses in this category are involved in selling sporting goods and equipment in specialized retail stores. These stores typically offer a wide range of sports gear, including items for team sports, outdoor recreation, fitness, and individual sports. Typical processes in this business may include sourcing and purchasing sporting goods from manufacturers or wholesalers, managing inventory, providing product information to customers, and handling sales transactions. These stores may also offer additional services such as equipment fitting, product customization, and after-sales support."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'476',Retail sale of cultural and recreation goods in specialized stores,'4764',Retail sale of games and toys in specialized stores,'47640',Retail sale of games and toys in specialized stores,"Selling a variety of games and toys in specialized retail stores, which may range from traditional board games and puzzles to electronic gaming systems and action figures. The core business operations involve sourcing and stocking a diverse range of toys and games, managing store displays, assisting customers in their purchases, and providing after-sales services. This may also include organizing in-store events or demonstrations to promote certain products."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'477',Retail sale of other goods in specialized stores,'4771',"Retail sale of clothing, footwear and leather articles in specialized stores",'47711',"Retail sale of readymade garments, hosiery goods, other articles of clothing and clothing accessories such as gloves, ties, braces etc.","Selling readymade garments, hosiery goods, and other clothing items, along with accessories such as gloves, ties, and braces in specialized stores. This retail activity involves stocking and selling a wide range of clothing products, managing inventory, assisting customers in their purchasing decisions, and providing after-sales service if necessary."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'477',Retail sale of other goods in specialized stores,'4771',"Retail sale of clothing, footwear and leather articles in specialized stores",'47712',Retail sale of articles of fur and artificial fur,"Specialized stores selling clothing, footwear, and leather goods, with a specific focus on fur and artificial fur products. This business activity involves sourcing, stocking, and selling a wide range of fur garments and accessories. Typical operations include purchasing from suppliers, managing inventory, presenting merchandise attractively, providing customer service, handling transactions, and ensuring the quality of fur and artificial fur items."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'477',Retail sale of other goods in specialized stores,'4771',"Retail sale of clothing, footwear and leather articles in specialized stores",'47713',Retail sale of footwear,"The business activity involves the retail selling of various types of footwear such as shoes, sandals, boots, and slippers in specialized stores. Core operations include sourcing and purchasing footwear from manufacturers or suppliers, displaying and promoting these products in physical stores, assisting customers in their purchase decisions, and managing sales transactions. Additionally, this may also involve providing services like shoe fitting and offering advice on shoe care and maintenance."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'477',Retail sale of other goods in specialized stores,'4771',"Retail sale of clothing, footwear and leather articles in specialized stores",'47714',Retail sale of leather goods and travel accessories of leather and leather substitutes,"Specialized stores engaged in the retail sale of leather goods and travel accessories made of leather or leather substitutes. This includes selling a variety of products such as handbags, wallets, suitcases, briefcases, and other similar items. The core business operations involve sourcing these products from manufacturers or wholesalers, managing inventory, displaying products in-store for customers to browse and purchase, and providing customer service."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'477',Retail sale of other goods in specialized stores,'4772',"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",'47721',"Retail sale of pharmaceuticals, medical and orthopedic goods and toilet articles","The business activity involves the retail sale of pharmaceutical products, medical and orthopedic goods, and toiletry items in specialized stores. Core operations include procuring a wide range of health and wellness products, managing inventory, and selling directly to consumers. Services may also include providing product information, assisting customers in product selection, and ensuring the safe and legal sale of pharmaceuticals."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'477',Retail sale of other goods in specialized stores,'4772',"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",'47722',Retail sale of perfumery and cosmetic articles,"Selling perfumery and cosmetic articles at specialized retail stores, which involves the procurement, stocking, and retail sale of various cosmetic and perfumery products. This business activity also includes providing customer assistance in product selection, handling transactions, and managing inventory to ensure a steady supply of goods."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'477',Retail sale of other goods in specialized stores,'4773',Other retail sale of new goods in specialized stores,'47731',"Retail sale of photographic, optical and precision equipment","Businesses in this category primarily engage in the retail sale of new photographic, optical, and precision equipment. This includes selling cameras, lenses, binoculars, microscopes, telescopes, and other related equipment. The typical operations involve stocking and selling a variety of these specialized goods in physical stores. Additional services may include product demonstrations, advice on product usage, and potentially minor repairs or adjustments to the equipment sold."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'477',Retail sale of other goods in specialized stores,'4773',Other retail sale of new goods in specialized stores,'47732',Retail sale of watches and clocks,"Businesses in this category specialize in the retail sale of new watches and clocks. They operate in dedicated stores, offering a variety of timepieces to consumers. Core operations include sourcing and purchasing a diverse range of watches and clocks from manufacturers, displaying them in stores for customers to browse, providing product information and advice, and handling sales transactions. After-sales services such as minor repairs or adjustments may also be included."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'477',Retail sale of other goods in specialized stores,'4773',Other retail sale of new goods in specialized stores,'47733',Retail sale of jewellery and imitation jewellery,"The business activity involves the retail sale of new jewellery and imitation jewellery in specialized stores. Core operations include sourcing and purchasing a variety of jewellery items, managing inventory, displaying products in a physical store, and selling to customers. Services provided may also include jewellery consultation, customization, and repair."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'477',Retail sale of other goods in specialized stores,'4773',Other retail sale of new goods in specialized stores,'47734',"Retail sale of flowers, plants, pet animals and pet food","The business activity involves the retail sale of new items such as flowers, plants, pet animals, and pet food in specialized stores. Core operations include sourcing and purchasing a wide variety of flowers, plants, and pet supplies, maintaining inventory, and providing customer service. The business may also offer advice on pet care and plant maintenance. It doesn't include the sale of second-hand goods or non-specialized stores."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'477',Retail sale of other goods in specialized stores,'4773',Other retail sale of new goods in specialized stores,'47735',"Retail sale of souvenirs, craftwork and religious articles, stamps and coins","Selling a variety of new items such as souvenirs, crafted goods, religious articles, stamps, and coins in specialized retail stores. This business activity involves sourcing and stocking a range of unique and specialized products, managing store displays, and handling customer transactions. Services may also include providing product information and recommendations to customers, ensuring the quality of goods, and managing inventory levels."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'477',Retail sale of other goods in specialized stores,'4773',Other retail sale of new goods in specialized stores,'47736',"Retail sale of household fuel oil, bottled gas, coal and fuel wood","Specialized retail stores involved in the sale of new household fuel products such as fuel oil, bottled gas, coal, and fuel wood. This includes sourcing and stocking these fuel products, managing inventory, and directly selling to consumers. The business may also provide advice on the appropriate usage and safety measures related to these fuel products."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'477',Retail sale of other goods in specialized stores,'4773',Other retail sale of new goods in specialized stores,'47737',"Retail sale of seeds, fertilizers, pesticides, machinery equipments and hand tools","Selling a variety of new goods including seeds, fertilizers, pesticides, machinery equipment, and hand tools in specialized retail stores. Key business operations involve sourcing and purchasing these products from suppliers, managing inventory, and selling to customers. Services may also include providing expert advice on product usage and offering after-sales support."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'477',Retail sale of other goods in specialized stores,'4773',Other retail sale of new goods in specialized stores,'47738',Activities of commercial art galleries,"The business activity involves the operation of commercial art galleries that primarily engage in retail sales of new goods. These entities typically display and sell a variety of art pieces, including paintings, sculptures, photographs, and other visual art forms. The services they provide often include art exhibitions, private viewings, art consultations, and sometimes art auctioning. The core operations primarily revolve around the acquisition, display, promotion, and sale of artwork, often directly from artists or from art dealers."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'477',Retail sale of other goods in specialized stores,'4773',Other retail sale of new goods in specialized stores,'47739',"Other retail sale of new goods in specialized stores n.e.c (weapons and ammunition, non food products)","Retail sale of new goods such as weapons and ammunition, and non-food products in specialized stores. This involves sourcing and stocking a variety of new items, managing inventory, and selling these products to customers in a brick-and-mortar store environment. Typical services may also include product demonstrations, customer consultations, and after-sales support."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'477',Retail sale of other goods in specialized stores,'4774',Retail sale of second-hand goods,'47740',Retail sale of second-hand goods,"The business activity involves the retail sale of used or second-hand goods. This includes sourcing, acquiring, and selling a wide range of previously owned items such as clothing, furniture, electronic devices, books, and more. Typical processes may involve inspecting and valuing incoming goods, ensuring items are clean and functional, pricing and displaying items for sale, and facilitating transactions with customers. Services may also include offering expert advice on product history and value, as well as providing warranty or return policies on purchased items."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'478',Retail sale via stalls and markets,'4781',"Retail sale via stalls and markets of food, beverages and tobacco products",'47810',"Retail sale via stalls and markets of food, beverages and tobacco products","Selling food, beverages, and tobacco products directly to consumers through stalls and markets. This retail activity typically involves sourcing and purchasing these products from suppliers, setting up and managing stalls or market spaces, and handling customer transactions. It may also include activities such as displaying products, providing product information, and ensuring the freshness and safety of food and beverage items."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'478',Retail sale via stalls and markets,'4782',"Retail sale via stalls and markets of textiles, clothing and footwear",'47820',"Retail sale via stalls and markets of textiles, clothing and footwear","Operating retail stalls and markets that sell textiles, clothing, and footwear. This involves the sourcing and purchasing of various types of textiles, clothes, and footwear from manufacturers or wholesalers, setting up and managing market stalls or stands, and selling these products directly to consumers. Services may also include providing product information, handling customer inquiries, and managing transactions."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'478',Retail sale via stalls and markets,'4789',Retail sale via stalls and markets of other goods,'47890',Retail sale via stalls and markets of other goods,"Operating retail stalls and markets that sell a variety of goods. The core business operations involve sourcing and purchasing a range of products, setting up and managing market stalls or pop-up shops, and selling directly to the public. Typical processes may include inventory management, pricing, merchandising, customer service, and sales transactions."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'479',"Retail trade not in stores, stalls or markets",'4791',Retail sale via mail order houses or via Internet,'47911',Retail sale via mail order houses,"Businesses in this category primarily engage in selling goods to the general public through mail order houses. This involves accepting orders for merchandise through the mail and dispatching these orders via postal or courier services. The goods sold can span a wide range of items, from clothing and electronics to furniture and household appliances. This retail method does not require a physical storefront, and transactions are typically conducted remotely, often involving catalogues or other forms of direct advertising to attract customers."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'479',"Retail trade not in stores, stalls or markets",'4791',Retail sale via mail order houses or via Internet,'47912',Retail sale via e-commerce,"Selling goods directly to the consumer via mail orders or over the Internet, typically in the form of e-commerce. This includes operations like managing online product listings, processing online orders, packaging goods for shipment, and handling customer inquiries or complaints. Services may also involve coordinating with logistics providers for home delivery and managing returns or exchanges of purchased items."
G,Wholesale and retail trade; repair of motor vehicles and motorcycles,'47',"Retail trade, except of motor vehicles and motorcycles",'479',"Retail trade not in stores, stalls or markets",'4799',"Other retail sale not in stores, stalls or markets",'47990',"Other retail sale not in stores, stalls or markets","Retail sales activities that occur outside traditional store, stall, or market environments. This may encompass direct selling methods such as door-to-door sales, telemarketing, vending machine sales, or e-commerce. Typical processes involved include the marketing and selling of goods directly to consumers, order processing, delivery of goods, and after-sales services."
H,Transportation and storage,'49',Land transport and transport via pipelines,'491',Transport via railways,'4911',"Passenger rail transport, interurban",'49110',Passenger rail transport,"Operating interurban passenger rail transport services, which involve transporting passengers between different urban areas using rail systems. Typical processes include scheduling and managing rail services, ensuring passenger safety, maintaining rail infrastructure, and selling tickets for intercity travel."
H,Transportation and storage,'49',Land transport and transport via pipelines,'491',Transport via railways,'4912',Freight rail transport,'49120',Freight rail transport,"The business activity of Freight rail transport involves the transportation of goods and cargo by rail. Core operations include scheduling and managing freight shipments, loading and unloading of goods, ensuring safe and timely delivery, and providing related logistical support. Services may also encompass tracking and monitoring of freight, maintenance of rail transport equipment, and coordination with other transportation networks for efficient cargo transfer."
H,Transportation and storage,'49',Land transport and transport via pipelines,'492',Other land transport,'4921',Urban and suburban passenger land transport,'49211',Urban or suburban passenger bus transport (excluding chartered bus),"Operating passenger bus transport services in urban or suburban areas, excluding chartered buses. This involves routine bus services for commuting within cities and suburbs, including regular routes and schedules. Services typically include ticketing, passenger assistance, and maintaining safety standards during transit."
H,Transportation and storage,'49',Land transport and transport via pipelines,'492',Other land transport,'4921',Urban and suburban passenger land transport,'49212',Urban or suburban tramways,"Operating urban or suburban tramways for passenger transportation. This involves managing tram networks, scheduling tram services, ensuring safety standards, and maintaining tram infrastructure within city limits or suburban areas. Services typically include ticket sales, customer service, and tram operation."
H,Transportation and storage,'49',Land transport and transport via pipelines,'492',Other land transport,'4921',Urban and suburban passenger land transport,'49213',Urban or suburban underground or elevated rillways,"Operating urban or suburban underground or elevated railways, which involves the transportation of passengers within city limits or suburban areas. Typical services include managing, maintaining, and operating railway systems, scheduling train services, ensuring passenger safety, and providing customer service."
H,Transportation and storage,'49',Land transport and transport via pipelines,'492',Other land transport,'4921',Urban and suburban passenger land transport,'49219',Other urban or suburban passenger transport n.e.c.,"Providing urban or suburban passenger transport services not classified elsewhere. This involves operating various types of land-based passenger transportation such as trams, cable cars, funiculars, and other similar modes of transport. Services may include regular or scheduled routes, special transports for events, or custom routes based on passenger needs. The core business operations include managing the transport fleet, ensuring passenger safety, route planning, and maintaining punctuality."
H,Transportation and storage,'49',Land transport and transport via pipelines,'492',Other land transport,'4922',Other passenger land transport,'49221',Long-distance bus services,"Providing long-distance bus services, which involves transporting passengers over extended distances using buses. This includes planning and scheduling of bus routes, managing ticket sales and reservations, and ensuring passenger safety and comfort during the journey. It may also involve operating bus terminals and providing additional services such as onboard amenities and luggage handling."
H,Transportation and storage,'49',Land transport and transport via pipelines,'492',Other land transport,'4922',Other passenger land transport,'49222',"Charters, excursions and other occasional coach services","Business operations in this category involve providing land transportation services for passengers on an occasional or charter basis. Typical services include arranging and operating coach trips for special events, excursions, sightseeing tours, and other similar activities. These companies may also offer charter bus services, where a group or individual can rent a bus for exclusive use. All services are typically provided on a non-scheduled basis, meaning they do not follow a regular timetable like public transportation services."
H,Transportation and storage,'49',Land transport and transport via pipelines,'492',Other land transport,'4922',Other passenger land transport,'49223',Rental of private cars with driver,"Offering private car rental services with a driver, this business activity involves leasing vehicles for personal or business use. Typical services provided include chauffeur services for events, corporate transportation, airport transfers, and other travel needs. The core operations include managing a fleet of rental cars, hiring and training professional drivers, maintaining vehicles for safety and comfort, and coordinating bookings and schedules for clients."
H,Transportation and storage,'49',Land transport and transport via pipelines,'492',Other land transport,'4922',Other passenger land transport,'49224',Taxi operation,"Operating taxis for the transportation of passengers over varying distances. This business activity typically involves providing door-to-door or street-hailing taxi services, managing taxi fleets, maintaining vehicles for safety and comfort, and employing or contracting drivers. Services may also include arranging rides via telephone, website, or mobile app bookings."
H,Transportation and storage,'49',Land transport and transport via pipelines,'492',Other land transport,'4922',Other passenger land transport,'49225',Operation of school buses and buses for transport of employees,"Running school buses and employee transportation services, which involves managing and operating fleets of buses for the purpose of transporting students to and from school or employees to and from their workplaces. This includes scheduling routes, ensuring safety measures, maintaining the vehicles, and coordinating drivers."
H,Transportation and storage,'49',Land transport and transport via pipelines,'492',Other land transport,'4922',Other passenger land transport,'49226',Passenger transport by man- or animal-drawn vehicles,"Transportation of passengers via land using vehicles drawn by humans or animals. This includes services like horse-drawn carriage rides, rickshaw services, and sled rides. The core operations involve maintaining the vehicles, caring for the animals if applicable, and providing safe and efficient transport services for passengers."
H,Transportation and storage,'49',Land transport and transport via pipelines,'492',Other land transport,'4922',Other passenger land transport,'49229',Other non urban passenger land transport n.e.c.,"Business activities in this sub-class involve the provision of non-urban passenger land transport services not classified elsewhere. This includes operations such as managing and operating charter buses, shuttles, or other similar vehicles to transport passengers over long distances, typically outside urban areas. Services may also involve coordinating schedules, routes, and fares, ensuring passenger safety, and maintaining vehicles."
H,Transportation and storage,'49',Land transport and transport via pipelines,'492',Other land transport,'4923',Freight transport by road,'49231',Motorised road freight transport,"Transportation of goods via motorized vehicles on roadways, including services like long-haul trucking, local delivery, and specialized freight transport. Core operations typically involve loading and unloading of goods, ensuring secure and timely delivery, route planning, and vehicle maintenance. This can also encompass the transport of heavy and oversized items requiring specialized equipment."
H,Transportation and storage,'49',Land transport and transport via pipelines,'492',Other land transport,'4923',Freight transport by road,'49232',Non-motorised road freight transport,"Transportation of goods over roads using non-motorised vehicles, such as bicycles, horse-drawn vehicles, or push carts. This business activity involves the collection of freight from a specified pickup point, its transportation via non-motorised means, and the delivery to the designated destination. Services may also include the packing, unpacking, and handling of goods, as well as logistics planning and route management."
H,Transportation and storage,'49',Land transport and transport via pipelines,'493',Transport via pipeline,'4930',Transport via pipeline,'49300',Transport via pipeline,"Transportation of goods through pipelines, including the operation and maintenance of pipelines for the distribution of various products such as oil, gas, and chemicals. This business activity also involves the necessary safety checks, monitoring, and control of pipeline functioning."
H,Transportation and storage,'50',Water transport,'501',Sea and coastal water transport,'5011',Sea and coastal passenger water transport,'50111',Sea and coastal ferry service,"Operating sea and coastal ferry services, which involves transporting passengers across bodies of water such as seas, oceans, and along coastlines. Typical operations may include scheduling and managing ferry trips, ensuring passenger safety, maintaining vessels, ticketing services, and onboard amenities."
H,Transportation and storage,'50',Water transport,'501',Sea and coastal water transport,'5011',Sea and coastal passenger water transport,'50112',"Sea and coastal water cruise, water taxis and other sight seeing boats","Operating sea and coastal water cruises, water taxis, and other sightseeing boats. This involves transporting passengers along the coastline or at sea for leisure, sightseeing, or commuting purposes. Services typically include cruise operations, water taxi services, and boat tours for sightseeing."
H,Transportation and storage,'50',Water transport,'501',Sea and coastal water transport,'5011',Sea and coastal passenger water transport,'50113',Sea and coastal long distance water transport,"Operating passenger transportation services over sea and coastal waters for long distances. This involves the management of passenger ships or ferries capable of traveling long distances across oceans, seas, or along coasts. Services typically include ticketing, onboard accommodations, food and entertainment services, and safety measures for passengers during their journey."
H,Transportation and storage,'50',Water transport,'501',Sea and coastal water transport,'5011',Sea and coastal passenger water transport,'50119',Other sea and coastal water transport n.e.c.,"Business operations in this sub-class involve the provision of passenger water transportation services not otherwise classified, typically along sea and coastal routes. This includes services such as ferrying passengers across bodies of water, operating water taxis, and providing recreational water-based transportation. Activities may also encompass the provision of related services on board, such as catering or entertainment."
H,Transportation and storage,'50',Water transport,'501',Sea and coastal water transport,'5012',Sea and coastal freight water transport,'50120',Sea and coastal freight water transport,"Engaging in the transportation of freight over sea and coastal waters. This involves activities such as loading and unloading of goods, navigation of vessels, and the provision of related services. The freight can be diverse, ranging from raw materials to finished goods. The service may also include the chartering of vessels with crew for sea transport."
H,Transportation and storage,'50',Water transport,'502',Inland water transport,'5021',Inland passenger water transport,'50211',River ferry service,"The business activity involves the operation of passenger transportation services on rivers, typically via ferries. This includes the provision of regular and scheduled river crossing services, sightseeing tours, or cruises. Duties may include ferry maintenance, ticketing, and ensuring passenger safety during transit."
H,Transportation and storage,'50',Water transport,'502',Inland water transport,'5021',Inland passenger water transport,'50212',"River cruise, water taxi, boat services","Operating river cruises, water taxis, and boat services primarily in inland waterways, this business activity involves transporting passengers for various purposes such as sightseeing, commuting, or leisure travel. It includes managing and maintaining a fleet of water vessels, scheduling trips, ensuring passenger safety, and providing onboard services."
